applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status
Tara Chopra,57,Female,Married,1,Graduate,Salaried,29.7,110998.88,276709.89,30185.25,735665.51,27.19,725,0,0,1348386.02,360,Personal,2224.65,Urban,Y
Arjun Iyer,48,Female,Married,0,Graduate,Salaried,17.4,45909.48,37696.41,11153.25,133571.58,24.29,583,0,1,2529613.96,360,Business,2686601.13,Rural,N
Divya Gupta,51,Male,Single,1,Graduate,Retired,18.6,29142.29,121727.92,7817.54,269661.4,26.83,585,0,0,427646.35,12,Medical,1577.83,Semiurban,N
Ananya Kumar,41,Female,Single,1,Graduate,Salaried,10.7,81774.26,254348.92,34466.61,840338.55,42.15,737,0,2,1378494.71,120,Vehicle,2866.38,Urban,N
Rekha Khanna,33,Male,Married,0,Graduate,Self-Employed,11.8,257217.5,341996.9,52258.31,2971547.92,20.32,668,1,0,3501224.15,300,Medical,2230.26,Urban,Y
Saanvi Mishra,44,Female,Single,1,Graduate,Self-Employed,12.6,118476.19,227752.29,26399.26,476650.35,22.28,476,1,0,963569.3,36,Personal,1105.6,Rural,N
Kiara Agarwal,64,Female,Married,0,Graduate,Salaried,24.0,76392.44,123076.15,37571.45,821666.94,49.18,517,1,2,1512076.04,180,Business,2552001.44,Semiurban,Y
Ira Nair,48,Male,Married,3+,Not Graduate,Salaried,19.5,95797.2,350598.1,16612.82,970711.56,17.34,829,1,0,776080.08,36,Vehicle,1275855.91,Semiurban,Y
Rajesh Agarwal,52,Female,Single,0,Graduate,Business Owner,5.4,216374.16,1147190.84,140582.11,3000000.0,64.97,643,0,1,1953756.42,60,Personal,4088.44,Semiurban,N
Shreya Singh,26,Female,Single,0,Graduate,Salaried,0.9,97497.97,57888.43,66946.04,3000000.0,68.66,590,1,1,5986051.27,36,Home,10322915.73,Urban,N
Sanjay Kumar,65,Female,Married,0,Graduate,Business Owner,21.5,152823.32,243280.66,113299.56,3000000.0,74.14,626,0,0,10000000.0,180,Home,4712.59,Semiurban,N
Pari Iyer,32,Female,Married,0,Not Graduate,Self-Employed,8.3,34190.53,34361.66,16448.7,897588.5,48.11,706,0,0,562154.76,24,Other,4715.74,Semiurban,Y
Krishna Khanna,64,Male,Married,1,Graduate,Salaried,12.1,85499.49,215312.59,79693.03,3000000.0,93.21,555,0,4,643871.74,300,Education,1241.65,Semiurban,N
Ira Shah,41,Male,Married,2,Graduate,Salaried,1.1,118495.9,168173.45,42715.17,2554390.17,36.05,647,1,0,7597238.36,180,Home,471.64,Urban,N
Kabir Sharma,62,Female,Married,2,Not Graduate,Self-Employed,29.0,77418.36,561270.64,28233.56,1528133.52,36.47,475,1,3,8483834.02,180,Home,10141319.47,Rural,N
Ananya Singh,61,Male,Single,1,Graduate,Salaried,27.8,52364.34,195016.52,11227.16,290143.77,21.44,725,0,1,328377.82,120,Medical,3854.49,Semiurban,Y
Myra Rao,54,Female,Married,0,Graduate,Business Owner,15.4,76754.42,545878.05,44888.73,1732964.57,58.48,484,0,1,636573.98,24,Vehicle,567574.0,Semiurban,N
Meera Singh,62,Male,Single,0,Graduate,Salaried,16.2,88499.32,133769.89,39677.8,2363519.82,44.83,523,0,1,4650539.42,120,Business,2026.74,Semiurban,N
Anjali Kapoor,48,Female,Single,0,Graduate,Retired,17.2,42412.14,151154.21,17367.1,250552.08,40.95,545,1,2,308926.84,120,Vehicle,276714.23,Semiurban,N
Ayaan Kapoor,59,Male,Married,0,Graduate,Salaried,3.0,85997.68,49239.99,67347.51,1485271.75,78.31,659,1,0,2572865.05,36,Other,1200.81,Semiurban,Y
Shreya Chopra,28,Male,Married,2,Graduate,Salaried,3.0,161139.3,378162.45,41957.33,2198897.69,26.04,584,1,0,858394.45,360,Education,2649.67,Urban,Y
Rohan Bansal,24,Male,Single,0,Not Graduate,Salaried,0.3,51545.53,286033.52,17864.12,422704.88,34.66,485,0,1,969984.28,24,Personal,2240.94,Semiurban,N
Diya Joshi,45,Female,Single,1,Not Graduate,Salaried,1.1,104039.49,766396.99,61820.0,1270434.04,59.42,434,1,2,4807731.62,36,Home,6830193.42,Semiurban,N
Pooja Verma,57,Female,Married,1,Graduate,Unemployed,0.0,10000.0,60750.88,2618.01,124907.52,26.18,736,0,0,892365.86,240,Home,1409471.77,Urban,N
Karan Kumar,55,Male,Married,2,Graduate,Salaried,24.7,53601.9,153178.08,33647.71,1960737.18,62.77,667,1,0,1204335.72,360,Vehicle,1937723.07,Urban,Y
Geeta Bansal,44,Male,Married,0,Graduate,Business Owner,13.8,301514.44,1228980.26,49673.69,534682.01,16.47,718,1,1,834806.76,360,Medical,1110405.07,Semiurban,Y
Meera Khanna,44,Female,Married,0,Graduate,Salaried,22.5,62446.27,422415.76,16074.67,620649.23,25.74,667,1,0,1366217.74,240,Vehicle,1573807.18,Rural,Y
Meera Chopra,48,Male,Married,1,Not Graduate,Salaried,13.4,64799.88,216559.14,12640.51,611480.92,19.51,495,1,0,1214169.09,12,Education,1816.68,Rural,Y
Sanjay Pandey,60,Male,Married,1,Graduate,Salaried,30.3,48724.06,219841.79,18393.92,636504.48,37.75,629,0,0,540089.75,240,Medical,435.17,Urban,N
Anjali Khanna,58,Female,Married,0,Not Graduate,Self-Employed,22.7,120091.8,87626.75,23597.57,1198236.71,19.65,622,0,0,2787665.26,60,Other,2952.13,Urban,N
Deepak Kapoor,25,Male,Single,0,Graduate,Salaried,1.3,61952.01,494138.05,11843.28,131435.13,19.12,747,1,0,320653.19,180,Personal,19.51,Rural,Y
Ananya Desai,47,Male,Married,2,Graduate,Salaried,1.1,37282.56,195730.58,7665.7,170408.86,20.56,724,1,0,4407954.31,180,Home,7904193.53,Semiurban,N
Vihaan Mishra,38,Male,Married,0,Graduate,Business Owner,5.5,131935.91,364667.91,15964.31,632578.47,12.1,773,1,0,787038.24,60,Personal,1154.86,Semiurban,Y
Rajesh Khanna,56,Female,Married,2,Graduate,Retired,18.9,71679.81,233465.91,10003.11,488994.59,13.96,650,1,0,7725522.82,60,Home,9630165.62,Urban,Y
Amit Singh,43,Male,Married,3+,Graduate,Self-Employed,20.5,34873.44,239501.51,1926.04,84956.72,5.52,559,1,0,2996917.42,360,Home,4275020.67,Semiurban,Y
Reyansh Patel,65,Female,Married,0,Graduate,Business Owner,31.2,29253.23,212665.93,5852.0,249016.46,20.0,692,0,0,264717.49,360,Other,716.05,Semiurban,Y
Vikram Pandey,40,Male,Married,2,Graduate,Salaried,3.0,81487.57,368824.54,25283.17,1069231.38,31.03,569,1,1,6967518.67,60,Home,12218018.33,Urban,N
Dhruv Agarwal,51,Female,Single,1,Graduate,Self-Employed,0.1,127050.38,973877.08,16485.11,745285.8,12.98,745,1,0,2943529.26,120,Vehicle,935.97,Rural,Y
Vikram Malhotra,25,Male,Married,2,Graduate,Salaried,6.2,54046.08,374810.46,33326.33,1970297.33,61.66,679,1,0,5966962.91,24,Home,9488123.54,Urban,Y
Ira Saxena,62,Male,Single,1,Graduate,Business Owner,22.1,116012.59,415858.72,48311.6,1293785.37,41.64,580,1,1,2186825.95,36,Vehicle,2704.74,Rural,N
Aryan Singh,27,Male,Single,0,Graduate,Salaried,2.5,31939.97,66461.96,4089.72,204500.92,12.8,730,1,0,434187.76,60,Medical,3421.65,Urban,Y
Ira Malhotra,38,Male,Single,1,Graduate,Unemployed,0.0,11617.3,84580.17,2361.06,113426.11,20.32,568,1,3,171259.4,120,Medical,1210.83,Semiurban,N
Sanjay Shah,58,Male,Single,1,Graduate,Unemployed,0.0,10000.0,10439.39,6679.05,358959.36,66.79,614,0,0,563498.21,36,Home,539261.69,Rural,N
Rajesh Bansal,64,Female,Single,0,Graduate,Salaried,34.1,74814.9,484844.37,44802.95,1378425.37,59.89,698,0,1,667634.75,24,Personal,2651.63,Rural,N
Sai Singh,42,Female,Married,2,Graduate,Salaried,15.8,77149.84,574520.74,12239.27,415077.78,15.86,578,1,0,710280.12,120,Medical,886408.77,Semiurban,Y
Anika Khanna,42,Female,Single,1,Graduate,Salaried,2.8,60196.3,321486.78,30782.82,1232222.54,51.14,678,1,1,3786646.69,480,Business,6295557.67,Semiurban,Y
Anika Pandey,23,Male,Married,1,Not Graduate,Business Owner,3.7,70203.31,246653.06,30506.65,1021338.85,43.45,823,1,0,263520.43,60,Personal,313540.07,Rural,Y
Anika Singh,65,Female,Married,0,Not Graduate,Salaried,12.8,31627.43,77364.23,17507.43,998029.75,55.36,546,0,0,440282.89,120,Vehicle,640044.14,Semiurban,N
Lakshmi Malhotra,21,Male,Single,1,Graduate,Salaried,1.0,41034.54,253095.01,15955.45,308928.05,38.88,630,1,0,1892595.19,60,Home,2159061.03,Semiurban,Y
Priya Desai,22,Female,Married,2,Not Graduate,Salaried,0.8,108305.42,185836.21,27752.58,908911.41,25.62,660,1,0,806560.88,60,Medical,1524.13,Rural,Y
Riya Sharma,42,Female,Single,0,Graduate,Business Owner,8.2,46497.42,149492.27,11814.11,354639.85,25.41,781,1,0,668388.17,36,Personal,615190.04,Rural,Y
Rajesh Verma,21,Male,Single,0,Graduate,Salaried,2.5,79377.48,610066.92,27263.28,478351.6,34.35,730,0,0,7813388.83,360,Home,1544.99,Urban,N
Ira Singh,28,Male,Single,0,Graduate,Self-Employed,1.5,79478.78,329512.67,19220.13,625902.17,24.18,737,1,0,3852702.14,120,Business,5934359.43,Urban,Y
Ishaan Kumar,49,Female,Married,0,Not Graduate,Salaried,3.1,29000.52,148793.57,7243.55,390385.45,24.98,672,0,1,2148562.38,60,Home,3137.38,Urban,N
Vivaan Saxena,52,Male,Single,0,Graduate,Unemployed,0.0,21269.07,57337.87,8577.98,431386.34,40.33,765,0,1,426707.8,12,Vehicle,588.61,Urban,N
Rajesh Rao,34,Female,Married,0,Graduate,Salaried,3.6,94849.87,135677.92,18719.46,641881.79,19.74,620,1,0,10000000.0,60,Home,15000000.0,Rural,Y
Rohan Bansal,56,Female,Married,3+,Not Graduate,Self-Employed,12.0,95843.51,763796.55,10911.18,165244.27,11.38,648,0,0,8780354.27,480,Home,13207195.82,Semiurban,Y
Sanjay Verma,48,Male,Single,0,Graduate,Self-Employed,28.2,83660.63,638662.36,17260.03,776095.71,20.63,629,0,1,8161732.64,36,Home,8304365.55,Rural,N
Meera Kapoor,31,Male,Single,0,Graduate,Business Owner,9.5,37136.45,136550.15,8815.84,281179.8,23.74,577,1,0,518079.19,180,Personal,493737.73,Semiurban,Y
Karan Bansal,53,Male,Single,0,Graduate,Business Owner,16.6,59947.41,314620.82,27620.23,1357851.95,46.07,691,1,0,494592.52,12,Personal,697496.77,Semiurban,Y
Anjali Kumar,47,Female,Married,3+,Not Graduate,Salaried,10.7,73104.98,413988.25,27322.09,1131259.93,37.37,680,1,0,284733.01,240,Medical,2993.64,Urban,Y
Priya Malhotra,57,Male,Married,0,Graduate,Salaried,1.7,164186.8,116398.84,13816.37,177141.9,8.42,832,1,0,2710493.44,36,Other,2135.15,Urban,Y
Ananya Sharma,27,Male,Single,0,Graduate,Business Owner,4.8,100246.5,799329.73,50604.33,1594353.9,50.48,698,1,0,808998.95,120,Vehicle,949283.31,Rural,Y
Riya Patel,31,Male,Married,1,Graduate,Business Owner,4.9,80550.64,491600.88,10844.18,641785.61,13.46,679,0,2,6902183.68,120,Home,11121793.19,Urban,N
Anjali Mishra,34,Female,Married,2,Graduate,Self-Employed,0.9,70491.81,561640.28,34920.05,1182677.75,49.54,566,1,0,1250827.04,300,Personal,3646.84,Semiurban,N
Deepak Nair,36,Female,Married,2,Graduate,Salaried,1.1,60521.5,337062.13,11049.21,540813.37,18.26,581,1,1,3822652.6,120,Home,4513870.82,Urban,Y
Ira Tiwari,60,Female,Single,0,Graduate,Unemployed,0.0,10086.48,14541.83,3057.52,118513.79,30.31,665,0,0,93125.85,36,Education,2878.09,Semiurban,N
Ishaan Shah,53,Female,Single,1,Graduate,Retired,33.7,21327.21,77724.01,6655.58,302223.31,31.21,611,1,0,499984.0,360,Business,770160.06,Urban,Y
Tara Verma,45,Female,Married,3+,Graduate,Salaried,19.4,57325.92,163987.09,18197.02,546584.09,31.74,496,0,3,5802882.23,12,Home,10112470.15,Semiurban,N
Aadhya Agarwal,45,Female,Single,1,Not Graduate,Self-Employed,22.2,67289.12,259593.37,11642.17,277574.05,17.3,478,1,0,624197.89,24,Education,893375.67,Urban,Y
Sai Mishra,60,Male,Single,0,Graduate,Self-Employed,30.0,104642.24,674835.77,21058.53,473053.36,20.12,686,1,0,813699.84,360,Vehicle,1251220.53,Semiurban,Y
Meera Kumar,41,Male,Married,0,Not Graduate,Salaried,22.1,131292.4,104144.48,20080.88,818995.28,15.29,793,1,0,7315653.63,180,Home,1614.41,Semiurban,Y
Sanjay Sharma,31,Female,Single,1,Graduate,Salaried,8.1,129801.23,212193.51,6223.53,323073.65,4.79,740,1,0,1520612.74,180,Vehicle,1446548.06,Rural,Y
Vikram Mishra,27,Male,Single,1,Graduate,Business Owner,7.0,137576.98,1097807.02,39631.54,2175812.34,28.81,666,1,1,349348.82,36,Medical,2081.02,Urban,Y
Lakshmi Desai,35,Male,Married,1,Not Graduate,Self-Employed,10.5,184659.2,910974.49,35116.46,1435816.97,19.02,727,0,0,10000000.0,240,Home,8445032.84,Semiurban,Y
Pari Malhotra,50,Female,Married,2,Graduate,Unemployed,0.0,15013.55,92761.87,3043.23,131428.94,20.27,579,1,0,718904.13,24,Business,1045295.57,Semiurban,N
Sai Chopra,42,Female,Married,3+,Graduate,Retired,32.3,16172.65,8210.44,6937.08,294709.49,42.89,574,0,0,149837.04,24,Education,3290.6,Rural,N
Vihaan Iyer,39,Male,Married,0,Graduate,Salaried,5.7,121957.15,956213.77,13681.79,429726.0,11.22,570,1,0,7958740.32,12,Home,9110636.82,Rural,N
Vivaan Saxena,42,Male,Single,1,Not Graduate,Business Owner,20.9,234125.93,1723184.04,114732.19,1707316.12,49.0,674,0,0,10000000.0,24,Home,15000000.0,Semiurban,N
Aryan Saxena,64,Male,Married,1,Graduate,Unemployed,0.0,10000.0,24792.96,296.01,3102.56,2.96,813,0,0,59806.03,36,Medical,62995.26,Semiurban,N
Krishna Mehta,65,Male,Married,2,Graduate,Unemployed,0.0,10000.0,17140.49,3137.2,171796.65,31.37,637,1,0,177226.66,120,Vehicle,309911.25,Urban,Y
Sunita Singh,28,Male,Single,1,Graduate,Self-Employed,6.1,39278.24,60863.57,18248.35,657483.02,46.46,564,1,2,1924588.6,24,Business,4644.08,Semiurban,N
Aryan Bansal,26,Male,Single,1,Not Graduate,Salaried,5.6,64220.24,434305.81,3924.58,171766.86,6.11,628,0,0,6085170.13,240,Home,6409254.9,Urban,Y
Aadhya Reddy,31,Female,Married,1,Not Graduate,Unemployed,0.0,10000.0,62851.6,2534.01,117965.22,25.34,742,0,0,153926.66,60,Vehicle,130579.41,Semiurban,N
Pooja Sharma,59,Male,Married,1,Graduate,Retired,18.1,28372.92,62577.54,13952.58,737990.33,49.18,428,0,3,1333927.79,180,Business,4618.08,Semiurban,N
Tara Singh,41,Male,Married,3+,Graduate,Unemployed,0.0,10000.0,46433.53,5394.8,86619.6,53.95,570,0,1,571716.75,120,Business,948980.2,Semiurban,N
Riya Malhotra,59,Female,Married,0,Graduate,Self-Employed,0.0,33432.19,157953.98,6014.74,111283.03,17.99,743,1,0,736082.02,480,Vehicle,732140.59,Urban,Y
Rekha Kapoor,50,Male,Single,0,Not Graduate,Salaried,14.4,126506.9,367664.53,29148.05,1390295.32,23.04,555,0,0,1433594.39,36,Other,2681.33,Rural,N
Anika Patel,45,Male,Married,1,Not Graduate,Business Owner,20.5,76456.73,209036.18,25800.97,325632.58,33.75,587,0,0,1151620.36,300,Personal,1724.12,Rural,N
Vivaan Patel,33,Male,Single,0,Graduate,Self-Employed,4.3,157774.52,1218101.04,81737.36,1479841.83,51.81,639,1,0,1500784.76,300,Education,824.05,Semiurban,Y
Ira Verma,36,Female,Married,1,Graduate,Salaried,15.7,89120.92,70914.32,18663.86,955532.9,20.94,554,1,0,1121458.02,36,Education,4718.9,Urban,Y
Reyansh Sharma,27,Male,Single,1,Graduate,Salaried,8.3,48417.44,84405.11,5282.25,172264.49,10.91,712,0,0,2925842.11,480,Business,3922596.11,Urban,Y
Pooja Pandey,44,Male,Single,0,Graduate,Self-Employed,1.6,91287.82,278122.14,20088.15,574969.9,22.01,566,1,0,6918701.34,180,Home,507.71,Rural,Y
Dhruv Iyer,33,Female,Married,0,Not Graduate,Salaried,12.5,93545.58,210677.39,21809.15,312578.2,23.31,634,1,0,5120115.1,240,Home,4343901.23,Semiurban,Y
Shreya Tiwari,34,Female,Single,1,Graduate,Salaried,9.6,56611.82,415194.44,12252.15,173037.87,21.64,543,1,1,6283751.81,300,Home,2955.07,Semiurban,Y
Aadhya Kumar,22,Female,Married,1,Graduate,Business Owner,1.1,91478.67,478530.33,32701.29,1130745.66,35.75,644,0,0,1649662.09,300,Vehicle,2255116.69,Urban,N
Sanjay Kapoor,56,Female,Single,0,Graduate,Self-Employed,7.5,54052.74,71600.81,7170.6,409453.57,13.27,713,1,0,2898011.8,360,Business,3260848.07,Rural,Y
Reyansh Kumar,63,Female,Married,0,Graduate,Salaried,17.7,32208.61,133494.47,5283.36,113852.82,16.4,702,0,0,107031.69,180,Medical,2803.98,Semiurban,Y
Lakshmi Pandey,43,Male,Single,0,Graduate,Self-Employed,20.7,82036.74,375041.42,26308.22,380538.78,32.07,564,1,0,385725.61,36,Medical,4347.69,Urban,N
Ayaan Nair,45,Male,Single,0,Graduate,Salaried,13.7,70269.58,331620.91,13926.84,241275.69,19.82,605,1,0,459004.14,180,Education,1528.12,Semiurban,N
Anika Khanna,62,Male,Single,0,Graduate,Salaried,0.3,83209.75,308553.65,6439.62,217413.9,7.74,537,1,2,1194181.87,360,Vehicle,1542886.24,Rural,Y
Suresh Chopra,44,Male,Single,0,Graduate,Salaried,17.7,74119.31,208619.92,36763.56,900800.98,49.6,467,1,3,199651.92,120,Medical,4632.29,Urban,Y
Karan Agarwal,49,Male,Married,0,Not Graduate,Retired,30.4,63932.03,280124.16,36255.84,1311145.4,56.71,620,0,2,5029756.78,36,Home,5838492.16,Urban,N
Yash Iyer,40,Male,Married,1,Graduate,Salaried,3.0,51317.92,92976.64,1109.41,34862.38,2.16,654,1,1,5180369.23,480,Home,106.78,Urban,Y
Reyansh Verma,44,Female,Married,0,Not Graduate,Salaried,7.0,66983.75,184427.26,5420.4,186021.5,8.09,748,1,0,607943.67,300,Personal,2932.82,Urban,Y
Anika Gupta,44,Female,Married,0,Graduate,Self-Employed,16.2,69678.73,403573.09,19828.63,417249.8,28.46,590,1,0,1226123.86,180,Education,1522.55,Rural,Y
Reyansh Nair,52,Male,Married,1,Graduate,Salaried,14.3,28698.9,104134.79,6183.46,284694.26,21.55,637,1,0,2767667.41,12,Home,3345986.05,Urban,Y
Shreya Tiwari,48,Male,Married,1,Graduate,Business Owner,2.9,155603.5,570329.47,32158.78,636560.09,20.67,861,0,0,2663036.15,240,Other,211.32,Semiurban,Y
Rekha Shah,43,Male,Married,2,Graduate,Business Owner,20.9,177674.29,692456.28,31785.24,1748421.41,17.89,747,1,1,4134991.53,60,Vehicle,6864456.6,Urban,Y
Deepak Tiwari,24,Male,Single,1,Not Graduate,Salaried,3.4,58868.06,88084.39,9195.63,100504.97,15.62,499,0,4,3292118.31,300,Home,3643634.36,Semiurban,N
Kiara Singh,61,Male,Single,0,Graduate,Business Owner,10.1,98556.31,118737.73,20171.62,384346.78,20.47,469,0,2,1382722.06,360,Vehicle,1465401.67,Semiurban,N
Vihaan Sharma,60,Male,Married,2,Graduate,Unemployed,0.0,12069.22,53010.38,2772.63,107562.36,22.97,527,1,3,931440.02,24,Business,1034348.02,Semiurban,N
Rohan Mishra,29,Male,Married,0,Graduate,Retired,15.2,16677.54,130104.83,5125.52,55703.03,30.73,685,1,0,850683.07,240,Home,1254123.29,Semiurban,Y
Kabir Pandey,34,Female,Single,0,Graduate,Self-Employed,1.2,30940.03,52368.67,5871.27,246531.78,18.98,523,1,5,595359.36,12,Education,2068.03,Urban,N
Aryan Reddy,64,Male,Married,1,Graduate,Unemployed,0.0,10000.0,18514.02,2995.09,38851.54,29.95,524,1,1,174199.46,360,Education,262797.17,Urban,N
Aarav Khanna,35,Male,Married,2,Graduate,Salaried,9.9,109661.14,848887.44,26777.12,640501.83,24.42,540,0,2,886178.24,120,Vehicle,1566948.2,Rural,N
Sanjay Gupta,57,Male,Married,2,Graduate,Salaried,0.9,86537.21,73333.64,8292.44,443412.43,9.58,715,1,0,5670483.37,60,Business,6325178.17,Urban,Y
Navya Chopra,56,Male,Married,2,Not Graduate,Salaried,26.4,85745.31,383872.19,22071.61,1014868.33,25.74,526,0,2,5480994.54,36,Business,1159.18,Urban,N
Sanjay Mishra,59,Male,Married,1,Not Graduate,Self-Employed,17.8,80836.39,405372.56,18627.26,847636.77,23.04,368,0,4,1811900.56,120,Business,1090.49,Urban,N
Karan Khanna,21,Female,Single,0,Graduate,Business Owner,2.7,80894.95,128875.24,20828.79,1195488.79,25.75,607,1,0,381498.74,60,Education,629719.17,Semiurban,Y
Vikram Shah,42,Male,Single,0,Graduate,Retired,26.6,23657.35,148877.38,1829.81,32540.45,7.73,643,0,0,1638983.17,180,Business,1146.25,Urban,Y
Kiara Agarwal,46,Male,Single,1,Graduate,Self-Employed,2.4,42616.37,66490.29,18148.69,776873.36,42.59,704,1,0,702775.54,240,Personal,1593.75,Rural,Y
Diya Pandey,58,Female,Single,1,Graduate,Salaried,8.5,86611.92,654167.92,56408.64,735874.75,65.13,662,0,3,1068524.94,240,Personal,1000587.34,Urban,N
Meera Chopra,31,Male,Married,0,Graduate,Business Owner,8.7,37132.78,43114.29,15989.66,493458.18,43.06,605,1,2,335581.04,360,Vehicle,543542.15,Urban,N
Arjun Chopra,34,Male,Married,1,Graduate,Salaried,12.1,55214.81,411588.98,7386.06,412457.71,13.38,725,1,0,969982.04,36,Other,1687934.34,Urban,Y
Aryan Nair,29,Female,Married,3+,Not Graduate,Self-Employed,3.8,40307.57,197735.28,4517.56,136930.85,11.21,809,0,0,227178.97,60,Medical,365527.89,Semiurban,Y
Ira Chopra,55,Male,Married,0,Graduate,Retired,19.5,55588.97,123587.57,9993.16,338854.5,17.98,725,0,3,4689912.75,24,Home,5207057.94,Urban,Y
Tara Singh,65,Female,Married,0,Graduate,Self-Employed,12.4,256150.14,1897981.0,60692.37,2826023.23,23.69,566,1,0,4051228.94,120,Vehicle,6870645.11,Rural,Y
Deepak Mehta,27,Male,Single,1,Not Graduate,Salaried,0.1,72231.33,555135.54,14737.31,475619.59,20.4,714,0,0,1296507.32,300,Other,1833907.84,Semiurban,Y
Navya Reddy,31,Female,Married,3+,Graduate,Salaried,1.4,41995.61,288704.48,22010.41,457574.75,52.41,431,0,4,5024843.2,360,Home,7592522.19,Urban,N
Vivaan Agarwal,34,Male,Married,0,Graduate,Salaried,15.6,38392.93,287347.34,14780.74,190686.2,38.5,555,0,3,690979.13,120,Personal,2191.72,Urban,N
Kavita Patel,61,Female,Married,2,Graduate,Business Owner,3.8,127709.81,614801.66,56509.57,3000000.0,44.25,843,0,0,881027.31,120,Education,1064345.84,Urban,N
Ananya Bansal,41,Female,Married,0,Not Graduate,Salaried,21.6,95257.78,64010.93,11618.67,154375.01,12.2,646,1,0,7389014.32,36,Home,9589260.6,Rural,Y
Shreya Nair,33,Female,Married,0,Not Graduate,Unemployed,0.0,10000.0,45629.22,3311.87,84187.07,33.12,635,1,0,601569.49,240,Business,566275.78,Rural,N
Rahul Agarwal,35,Female,Married,0,Graduate,Salaried,15.9,98637.93,627249.75,41566.54,2275763.91,42.14,583,1,0,2134955.16,360,Vehicle,3125509.78,Urban,Y
Aryan Mishra,47,Female,Married,2,Not Graduate,Salaried,13.0,49667.18,36239.27,8375.44,145086.32,16.86,637,1,0,950523.35,120,Vehicle,864492.46,Urban,Y
Vivaan Joshi,38,Male,Married,0,Graduate,Self-Employed,1.1,94780.68,619097.98,18846.23,565084.3,19.88,465,1,0,1284807.15,120,Other,4731.58,Urban,N
Sanjay Reddy,27,Male,Single,0,Graduate,Salaried,5.7,86377.81,347328.1,44661.37,674814.05,51.7,545,0,3,1518915.86,36,Personal,2706.31,Semiurban,N
Aryan Joshi,57,Male,Married,2,Graduate,Self-Employed,21.9,73947.85,554534.99,16678.91,970849.57,22.55,634,1,0,386141.76,360,Vehicle,399065.82,Urban,Y
Diya Mishra,40,Male,Married,2,Graduate,Salaried,2.7,39275.24,63376.88,8170.87,462641.45,20.8,696,1,0,610709.42,240,Education,720971.87,Urban,Y
Krishna Saxena,32,Male,Married,0,Graduate,Self-Employed,11.3,30438.66,114830.04,9093.18,327866.33,29.87,624,0,1,1503051.51,300,Business,1847673.52,Urban,N
Saanvi Kumar,53,Female,Married,3+,Graduate,Salaried,5.4,51596.02,127104.54,26098.16,569187.93,50.58,572,1,0,945340.76,180,Vehicle,808733.18,Semiurban,N
Saanvi Nair,54,Female,Single,1,Graduate,Self-Employed,0.9,43093.66,142613.93,14065.88,737149.13,32.64,608,0,0,343441.17,36,Education,2271.48,Urban,N
Dhruv Reddy,27,Female,Single,0,Graduate,Salaried,7.7,122409.12,545682.08,59885.39,3000000.0,48.92,714,1,0,1566846.97,36,Medical,2727.86,Semiurban,Y
Tara Rao,24,Male,Single,0,Graduate,Retired,31.9,73788.9,281727.65,8498.44,344503.57,11.52,900,0,0,207783.78,120,Other,262.83,Urban,Y
Tara Rao,23,Female,Married,0,Graduate,Salaried,4.6,103489.42,326705.19,23208.82,470873.27,22.43,562,0,3,7824769.85,24,Home,10019922.43,Urban,N
Yash Tiwari,55,Female,Single,1,Not Graduate,Self-Employed,3.3,122012.36,481316.32,8647.54,391224.73,7.09,648,1,1,1666815.92,300,Personal,534.39,Rural,N
